inr;iso;nam;plz;ort;gemeindekennzahl;sbi;isil;tvw;tel;fax;ema;url;opa;text;oef;typ_text;utr_text;gro_text;leitung
HK842;NULL;Stadtbücherei;Rathausnebengebäude, Am Markt 1;Cochem;71355001020;NULL;NULL;-2671;6 09 35;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;10.001 - 30.000;neben-/ehrenamtlich
HK866;NULL;Städtische Bücherei;Stadtpark  1/2;Bendorf/Rhein;71370203203;NULL;NULL;-2622;7 03-232;(02622) 7 03-114;Stadt@Bendorf.de;www.Bendorf.de;NULL;aktiv;Mo. Mi und Fr 15.00-18.00;NULL;Kommune/Gemeinde;10.001 - 30.000;neben-/ehrenamtlich
HK908;NULL;Stadtbücherei;Büchtingstr. 3;Bad Marienberg;71435001206;NULL;NULL;2661;939774;NULL;buecherei@bad-marienberg.de;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HK921;NULL;Stadtbücherei;Mittelstr. 2;Hachenburg;71435002229;1075;NULL;-2662;93 94 51;939452;stadtbuecherei@hachenburg.de;http://www.hachenburg.de/stadtbuecherei;NULL;aktiv;Mo und Fr 14.00-18.00. Di und Do 10.00-12.30 und 14.00-18.00. Sa 10.00-12.30;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HK933;NULL;Stadt- und Zentralbücherei;Jahnstr. 22;Westerburg;71435006309;1331; DE-1331;-2663;2 91 330;(02663) 2 91 888;zentralbuecherei@vg-westerburg.de;NULL;NULL;aktiv;Di und Do 14.30-17.00. Sa 10.30-12.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HK945;DEU;Öffentliche Bibliothek und Schulbibliothek;Albert-Schweitzer-Str. (Integrierte Gesamtschule);Kastellaun;71405003064;NULL;NULL;-6762;93 36-18;(06762) 93 36-56;Bibliothek-Kastellaun@web.de;NULL;NULL;aktiv;Mo - Fr. 8.00-13.15. Mo-Di und Do 14.00-17.15;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HK957;NULL;Stadtbücherei;Hauptstraße 55;Kirchberg/Hunsrück;71405004067;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HK969;DEU;Öffentliche Bücherei und Schulbibliothek;Heuss-Adenauer-Schulen. Kirchstr. 41;Oberwesel;71405006112;NULL;NULL;-6744;93 30-0;(06744) 93 30-22;postoffice@hauptschule-oberwesel.de;www.hauptschule-oberwesel.de;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HK982;NULL;Stadtbücherei;Am Markt 8;Rheinböllen;71405005125;NULL;NULL;-6764;32 32;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HK994;NULL;Bücherei im Neuen Schloß;Schloßplatz 4;Simmern/Hunsrück;71405007144;1332; DE-1332;-6761;71 48;(06761) 90 80 46;stadtbuecherei@simmern.de;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HL020;NULL;Gemeindebücherei;Schulstr. 1;Heiligenroth;71435004027;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HL044;NULL;Stadtbücherei;Theodor-Heuss-Ring (Bürgerhaus);Wirges;71435010081;NULL;NULL;-2602;60190;69466;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HL068;NULL;Gemeindebücherei;Schule, Brunnenstraße;Eckfeld;72315003025;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HL135;NULL;Gemeindebücherei;Schulstr. 20;Preist;72325001294;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HL147;NULL;Zentralbücherei Prüm;Kalvarienbergstr. 1;Prüm;72325006296;1320;NULL;-6551;965812;(06551) 965813;buecherei@pruem.de;www.pruem.de;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HL160;NULL;Gemeindebücherei;Kath. Pfarrhaus, Pfarrgasse 1;Schönecken;72325006304;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HL172;DEU;Gemeindebücherei;Jacobsstr. 57;Speicher;72325007123;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HL184;NULL;Gemeindebücherei;Schule;Wolsfeld;72325002137;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;keine Beteiligung an DBS;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HL202;NULL;Gemeindebücherei;Jugend- und Vereinshaus, Schulstraße;Kordel;72355007069;NULL;NULL;6505;991595;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HL226;NULL;Stadtbücherei;Graf Siegfriedstr. 32 (Ehemaliges Rathaus);Saarburg;72355005118;NULL;NULL;-6581;92 81 18;(06581) 92 81 20;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HL238;NULL;Gemeindebücherei;In der Acht 4;Wasserliesch;72355003143;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HL263;DEU;Bibliothek der Stadt Homberg und der Ohmtalschule;Hochstr. 11;Homberg/Ohm;65350009009;NULL;NULL;-6633;50 75;(06633) 50 76;SSB.bibliothek@ohmtalschule.de;NULL;NULL;aktiv;Mo und Mi-Do 9.00-14.00. Di 12.05 - 12.35 und 14.00-19.00. Fr 12.05 - 17.30;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;hauptamtlich
HL275;NULL;Gemeindebücherei;Altes Rathaus;Birkenau;64310004004;NULL;NULL;-6201;3 46 11;NULL;NULL;NULL;NULL;aktiv;Di 10.00-15.30. Do 17.00-19.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HL329;NULL;Gemeindebücherei;Hilberather Str. 126;Kalenborn;71315002036;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HL330;NULL;Gemeindebücherei;Grundschule, Kellerei 2;Wehr/Eifel;71315004205;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
HL445;DEU;Gemeindebücherei;Schlossstraße;Friedewald/Westerwald;71325003036;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HL536;DEU;Stadtbücherei;Sandhaasstraße 8;Haslach im Kinzigtal;83175004040;1905;DE-1905;-7832;9182-0;9182 -13;buecherei@haslach.de;www.haslach.de;NULL;aktiv;Di. Fr 14.30-18.00. Mi. Sa 10.00-12.00. Do 14.30-19.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HL561;NULL;Stadtbibliothek;Haus am Markt, Hauptstr. 73;Gaggenau;82160015015;NULL;NULL;-7225;9 62-520;(07225) 9 62-373;stadtbibliothek@gaggenau.de;www.stadtbibliothek-gaggenau.de;NULL;aktiv;Di 14.00-19.00. Mi 9.30-17.00. Do 14:00-18:00. Fr 10.00-13.00. Sa 9.30-13.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HL573;NULL;Stadtbücherei;Höllengasse 2;Gengenbach;83175003034;NULL;NULL;-7803;930-148;NULL;buecherei@stadt-gengenbach.de;http://www.stadt-gengenbach.de/de/stadt/buecherei/;NULL;aktiv;Mo. Di. Fr 15-17. Mi 9-11 u. 15-18;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HL597;NULL;Stadtbücherei;Schloßstr. 10;Heusenstamm;64380005005;NULL;NULL;-6104;643615;61046071278;stadtbuecherei@heusenstamm.de;NULL;JA;aktiv;Di 10:00 bis 12:00 und 15:00 bis 19:00. Mi und Do 15:00 bis 18:00. Fr. 10:00 bis 12:30. 2. Samstag im Monat 11:00 bis 13:00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HL627;NULL;Gemeindebücherei;Adrian-Stoop-Str. 20;Bad Wiessee;91820111111;NULL;NULL;-8022;86 03-29;(08022) 86 03-30;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HL639;NULL;Gemeindebücherei;Schloßstr. 2;Ruhpolding;91890140140;NULL;NULL;-8663;4 12 30;(08663) 54 01-77;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HL640;NULL;Stadtbücherei;Adalbert-Stifter-Str. 36;Traunreut;91890154154;983;DE-983;-8669;25 16;(08669) 90 18 75;Stadtbuecherei_Traunreut@t-online.de;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HL664;NULL;Stadtbücherei;Bahnhofstr. 19;Halver;59620012012;NULL;NULL;-2353;21 14;(02353) 666 817;post@stadtbuecherei-halver.de;NULL;NULL;aktiv;Di 14.30-18.30. Mi10.00-12.00 u. 14.30-18.30. Fr. 10.00 -17.00. Sa. 10.00 -13.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HL676;NULL;Stadtbibliothek;Otto-Ruhe-Str. 2/4;Kierspe;59620028028;890;NULL;-2359;6 61-251;661-239;stadtbibliothek@kierspe.de;www.stadtbibliothek-kierspe.de;Link homepage;aktiv;di. + do: 9.30-12.00. 14.00 - 18.00. mi.+ fr.: 13.00 - 17.00.  sa: 10.00 - 12.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HL688;NULL;Städtische Bücherei Feudingen;Schulweg;Bad Laasphe;59700028028;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aufgegangen/übernommen;Mo 16.00-19.00;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HL743;NULL;Stadtbücherei;Kirchpl. 20;Regen;92760138138;NULL;NULL;-9921;52 82;(09921) 52 82;NULL;NULL;NULL;aktiv;Di-Mi 10.00-16.00. Do-Fr 14.00-19.00. So 9.00-12.00;NULL;Kath. Kirche;10.001 - 30.000;hauptamtlich
HL767;DEU;Stadtbücherei;Kirchstr. 8;Bassum;32510007007;NULL;NULL;-4241;72 10;(04241) 84 39;NULL;NULL;NULL;aktiv;Mo 15.00-18.00. Di 15.00-19.00. Do 9.00-12.00 und 15.00-19.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HL779;NULL;Gemeindebücherei;Marktstr. 36;Bücken;32565409003;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HL792;NULL;Gemeindebücherei;Schulstr. 18 (Schule);Haste;32575403011;NULL;NULL;-5723;8 18 72;(05723) 8 29 73;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
HL834;NULL;Stadtbücherei. Stadtteilbücherei Pattensen;Marienstr. 2 (Grundschule);Pattensen;32410013013;;NULL;-5101;10 01-48;;stadtbuecherei.pattensen@t-online.de;;NULL;aktiv;Mo und Mi 11.00-13.00. Di und Do-Fr 15.00-18.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HL858;NULL;Gemeindebücherei;Marktpl. 4;Happurg;95745528128;NULL;NULL;-9151;35 19;NULL;NULL;NULL;NULL;aktiv;Mo 16.30-18.30;NULL;Kommune/Gemeinde;10.001 - 30.000;neben-/ehrenamtlich
HL883;DEU;Gemeindebücherei;Martin-Luther-Pl. 1 (Rathaus);Bechhofen an der Heide;95710115115;NULL;NULL;-9822;6 06-42;09804 - 9154  25;NULL;NULL;NULL;aktiv;Mo 16.00-17.00. Do 17.00-18.00;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HL949;NULL;Stadtbücherei;Vogelsang 1;Sulingen;32510040040;1170;DE-1170;-4271;41 42;NULL;Stadtbuecherei.Sulingen@t-online.de;NULL;NULL;aktiv;Di 9.00-12.00 und 15.00-19.00. Mi-Do 9.00-12.00 und 15.00-18.00. Fr 9.00-12.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HL950;NULL;Gemeindebücherei;Weseler Str. 1;Schermbeck;51700036036;NULL;NULL;-2853;91 01 90;(02853) 91 01 19;NULL;NULL;NULL;aktiv;di + do: 11:00 - 13:30. 15:30 - 19:00. mi:  10:30 - 13:00. 15:30 - 19:00. sa: 10:30 - 13:00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HL962;NULL;Gemeindebücherei;Pfarrer-Walter-Str. 4;Kleinrinderfeld;96790155155;NULL;NULL;-9366;90 77-30;(09366) 90 77-90;s.ziegler@kleinrinderfeld.bayern.de;NULL;NULL;aktiv;Fr. 16.00-18.00 Uhr;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HL974;NULL;Stadtbücherei;Niedernstr. 6 (Rathaus);Nortorf;10585864117;786;NULL;-4392;40 12 72;(04392) 40 12 17;stabue-nortorf-allg@web.de;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HL986;NULL;Stadtbücherei;Karlspl. 11;Ansbach;95610000000;NULL;NULL;-981;1 70 94;über (0981) 17093;NULL;NULL;NULL;aktiv;Mo 13.00-19.00. Di und Do 13.00-17.00. Fr 9.00-17.00. Sa 9.30-12.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HL998;NULL;Stadtbücherei;Pestalozzistr. 1;Bobingen;97720125125;NULL;NULL;-8234;90 30 60;(08234) 903061;buecherei-bobingen@web.de;NULL;NULL;aktiv;Di-Fr 10.00-12.00 und 15.00-18.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HM012;NULL;Gemeindebücherei;Kohlweg 15;Messel;64320012012;NULL;NULL;6159;715719;NULL;froehlich@messel.de;NULL;NULL;NULL;Mi 10.0 -12.00 und16.00-18.00;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HM024;DEU;Stadtbücherei;Untertor 7;Dillenburg;65320006006;NULL;NULL;-2771;800435;800436;buecherei@dillenburg.de;http://www.stadtbuecherei-dillenburg.de/;http://www.winbiap.net/dillenburg/P0002.aspx;aktiv;Mo, Mi und Sa 10-13 Uhr, Di, Do und Fr 12-18 Uhr;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HM036;NULL;Stadtbücherei;Mühlgasse 7-15;Herborn;65320012012;NULL;NULL;-2772;29 45;7089800;buecherei@herborn.de;http://buecherei.herborn.de;NULL;aktiv;Di 14.00-18.00. Mi 10.00-14.00. Fr 12.00-18.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HM048;DEU;Stadtbücherei;Kapitel 18;Xanten;51700052052;707;DE-707;-2801;772340;(02801) 772330;stadtbuecherei@rathaus-xanten.de;NULL;NULL;aktiv;Dienstag: 14:00-17:00, Mittwoch: 9:00-13:00 und 14:00-17:00, Donnerstag: 14:00-17:00. Freitag:14:00-17:00, Samstag: 9:00-13:00 ;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HM073;NULL;Gemeindebücherei;Herrenstr. 70;Sonsbeck;51700040040;NULL;NULL;-2838;91 33 40;NULL;NULL;NULL;NULL;aktiv;di: 15:00 - 19:00 Uhr. mi:  8:30 - 12:30 & 15.00 - 17:00 Uhr. fr: 15:00 - 17:00 Uhr. sa: 10:00 - 12:00 Uhr;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HM085;NULL;Stadtbibliothek;Lützenhofstr. 9;Rheinberg;51700032032;798;NULL;-2843;51 22;02843 / 990604;Stadtbibliothek@Rheinberg.de;www.rheinberg.de/stadtbibliothek;NULL;aktiv;Di-Mi  11.00-13.00 und 15.00-18.30. Do-Fr 11.00-17.00. Sa 10.00-12.00. Di - Fr 9.30-10.00 Pausenausleihe für Schüler;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HM097;NULL;Gemeindebücherei;Hauptstr.;Althornbach;73405008201;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HM103;NULL;Gemeindebücherei;Schulstr. 3;Altdorf/Pfalz;73375003002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
HM115;NULL;Gemeindebücherei;Bachstr.;Alsheim;73315002002;NULL;NULL;-6249;40 90;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HM127;NULL;Gemeindebücherei;Schulstr. 14;Alsenz;73335001003;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;keine Beteiligung an DBS;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HM139;NULL;Gemeindebücherei;Ardennenstr. (Grundschule);Albig;73315001001;NULL;NULL;-6731;75 58;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
HM140;NULL;Bücherei;Lange Str. 11;Hoya;32565409014;NULL;NULL;-4251;8 15 18;(04251) 8 15 50;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HM176;NULL;Städtische Büchereien. Ortsbücherei Heiligenloh;Schulstr. 8;Twistringen;32510042042;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HM206;NULL;Samtgemeinde Egstrup. Gemeindebücherei Hassel(Weser);Am Sportzentrum 4 (Dorfgemeinschaftshaus);Hassel;32565409010;NULL;NULL;-4254;85 30;NULL;NULL;NULL;NULL;aktiv;Mi 15.00-17.00;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
HM218;NULL;Samtgemeindebibliothek;Schulstr. 10/12;Harpstedt;34585401008;NULL;NULL;-4244;25 25;(04244) 82-29;www.samtgemeindebücherei@harpstedt.de;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;hauptamtlich
HM243;NULL;Gemeindebücherei;Hauptstr. 44;Eystrup;32565409007;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;Mi 16.00-18.00;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
HM267;NULL;Bücherei;Schulstr. 1;Colnrade;34585401002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
HM309;NULL;Gemeindebücherei;Bahnhofstr. 6 (Grundschule);Asendorf;32515403002;NULL;NULL;-4253;5 31;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HM310;DEU;Gemeindebücherei;Kirchdorfer Str. 10;Bruckmühl;91870122122;1813;DE-1813;-8062;46 64;8 09 90 98;buecherei@bruckmuehl.de;http://www.buecherei-bruckmuehl.de;http://www.datronic.de ;aktiv;Mo und Fr 14.00-18.00, Mi 10.00-14.00, Do 14.00-20.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HM425;NULL;Gemeindebücherei;Reisengasse 22;Hohberg;83175010047;NULL;NULL;-7808;3061;911360;NULL;NULL;NULL;geschlossen/aufgelöst;Di 16.00-17.00 vierzehntägig;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HM474;NULL;Gemeindebücherei;Hindenburgstraße 2;Immendingen;83275003025;NULL;NULL;-7462;24-253;24-224;erwin.brunner@immendingen.de;www.immendingen.de;NULL;aktiv;Do 17.00-19.00;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HM644;NULL;Gemeindebücherei;Am Sonnenhügel 10 (Windbergschule);Freiensteinau;65350004004;NULL;NULL;-6666;91 90 80;(06666) 91 90 81;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HM681;NULL;Stadt- und Schulmediothek Clemens-Brentano-Europaschule Lollar/Staufenberg;Ostendstraße 2;Lollar;65310013013;NULL;NULL;-6406;8300529;(06406) 72896;Fuchs.Bibliothek@cbes-lollar.de;www.cbes-lollar.de;NULL;aktiv;Mo. 8.00-19.00, Di. 8.00-15.00, Mi. 8.00-13.00, Do. 8.00-19.00, Fr. 8.00-13.00 ;NULL;Kreis/Bezirk;10.001 - 30.000;hauptamtlich
HM693;DEU;Gemeindebücherei;Rathausplatz 1 (Rathaus Neufinsing);Finsing;91770118118;NULL;NULL;-8121;99 05-36;NULL;buecherei-finsing@octmail.de;http://www.finsing.de/CMS/index.php?option=com_content&task=view&id=50&Itemid=90;NULL;aktiv;Di 9.30-11.30 und 16.00-18.00. Do 17.00-19.00. Fr 16.00-18.00;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HM711;NULL;Gemeindebücherei Schäftlarn;Fischerschlößlstr. 14 (Schulhaus);Schäftlarn/ Ebenhausen;91840142142;NULL;NULL;-8178;998114;(08178) 9 53 28;buecherei-schaeftlarn@web.de;NULL;NULL;aktiv;Mo 14.30-17.00. Do 14.30-19.00, jede 2. Woche 8:00-11:30;NULL;Kommune/Gemeinde;10.001 - 30.000;neben-/ehrenamtlich
HM760;NULL;Gemeindebibliothek;Hauptstrasse 2;Hemmingen/Württemberg;81185006027;NULL;NULL;-7150;9 13 21 -0;9 13 21 10;bibliothek@hemmingen.de;http://www.hemmingen.de/de/menu/menu_kultur/frame_menu_kultur.htm;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HM802;NULL;Stadtbibliothek;Goethestr. 1;Seelze;32410015015;1166;DE-1166;-5137;9 45 59;124107;stadtbibliothek.seelze@t-online.de;;;aktiv;Mo-Di und Do-Fr 9.00-12.00 und 15.00-18.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HM966;NULL;Samtgemeindebücherei;Schule;Apelern;32575406002;NULL;NULL;-5723;7 05-14;(05723) 7 05-50;samtgemeinde-rodenberg@t-online.de;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HM991;NULL;Gemeindebücherei Wechold;Wechold 129 (Grund- und Hauptschule Wechold);Hilgermissen;32565409013;NULL;NULL;-4251;29 78;671827;NULL;NULL;NULL;aktiv;Do 16.30 - 18.00 und Do in den Pausen der GHS;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HN016;DEU;Stadtbücherei;Hohe Str. 11;Twistringen;32510042042;NULL;NULL;-4243;46 54;(04243) 97 11 80;buecherei@twistringen.de ;http://www.twistringen.de;NULL;aktiv;Mo-Di 16.00-18.00. Do 16.00-19.00. Fr 10.00-12.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HN065;NULL;Gemeindebücherei;Dorfstr. 6;Schweringen;32565409028;NULL;NULL;-4257;3 54;3 54;NULL;NULL;NULL;aktiv;Di 17.00-18.30;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
HN077;NULL;Gemeindebücherei;Verdener Str. 7;Schwarme;32515403033;NULL;NULL;-4258;4 21 und 15 51;NULL;NULL;NULL;NULL;aktiv;Do 9.45-12.15 und 17.00-18.15 (Winter). 17.45-19.00 (Sommer);NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HN144;NULL;Bücherei;Schulstr. 11;Martfeld;32515403026;NULL;NULL;-4255;6 86;NULL;NULL;NULL;NULL;aktiv;Di 8.30-11.30. Do 17.00-18.00;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HN168;DEU;Öffentliche und Schulbücherei Weyhe;Schulstr. 40;Weyhe;32510047047;1839;DE-1839;-421;80 11 52;8090722;buecherei.leeste@t-online.de;NULL;NULL;aktiv;Mo und Do 9.00 - 13.30 und 17.00 - 19.00, Di 9.00 - 17.00, Fr. 9.00 - 13.30;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HN223;NULL;Gemeindebücherei;Schule;Hoyerhagen;32565409015;NULL;NULL;-4251;17 52;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
HN259;NULL;Marktbücherei;Ingolstädter Str. 2;Manching;91860137137;NULL;NULL;-8459;85 44;(08459) 85 47;NULL;NULL;NULL;aktiv;Di und Do 14.30-18.00. Mi und Fr 10.00-13.00 und 14.00-18.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HN260;NULL;Stadtbücherei Leichlingen;Am Büscherhof 1;Leichlingen;53780016016;786;DE-786;-2175;9 92-188 und 216;(02175) 9 92-219;buecherei@leichlingen.de;www.stadtbuecherei-leichlingen.de;http://webopac.kdvz.de/webopac_leichlingen/App/Pages/webopac/index.aspx;aktiv;Mo, Di, Fr 10.00-12.30 Uhr und 15.00-18.00 Uhr, Mi 10.00-12.30 Uhr, Do 10.00-12.30 Uhr und 15.00 - 18.30 Uhr;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HN302;DEU;Gemeindebücherei;In den Elsen 34 (Schulhaus);Hünxe;51700016016;NULL;NULL;-2858;909622;(02858)69 222;bibliothek@ge-huenxe.de;http://www.huenxe.de/kommunen/huenxe/www.nsf/subnavigation/9.4;NULL;aktiv;di: 15:00 - 17:00 Uhr, do: 16:00 - 18:00 Uhr;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
SA002;NULL;Kath. Öffentliche Bücherei St. Leodegar und Marzelluns;Rathaus Hänner;Murg;83375005076;NULL;NULL;NULL;NULL;NULL;buechereimurg@rrz-freiburg.de;http://www.murg.de/buechereimurg.html;NULL;aktiv;NULL;NULL;Kath. Kirche;1.001 - 2.000;neben-/ehrenamtlich
HN351;NULL;Stadtbücherei Hamminkeln;Rathausstraße 17;Hamminkeln;51700012012;NULL;NULL;-2852;43 69;02852 - 88 44 236;Siegfried.Neuhaus@Hamminkeln.de;NULL;NULL;aktiv;Do.: 14.00 - 17.00 Uhr;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
